Unnamed: 0,id,answer,score_me,score_other,score_avg,bert_distance,bert_similarity_score,normalized_bert_score,elmo_similarity_score,normalized_elmo_score,gpt2_similarity_score,normalized_gpt2_score
15,1.1,"A prototype program is a part of the Specification phase of Software Problem Solvin.  It's employed to illustrate how the key problem or problems will be solved in a program, and sometimes serves as a base program to expand upon.",4.0,5.0,4.5,0.02427434921,0.9757256508,0.9690253941,0.3541264832,0.4331515093,0.9999673286,0.9614768020000001
16,1.1,Program that simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.021305799480000002,0.9786942005,0.9728133291,0.8694002031999999,0.8853795739,0.9999861689,0.9836915990999999
17,1.1,it provides a limited proof of concept to verify with the client before actually programming the whole application.,2.0,2.0,2.0,0.020585238930000003,0.9794147611,0.9737327804000001,0.33825576310000005,0.4192226308,0.9999761604,0.9718904822
18,1.1,It tests the main function of the program while leaving out the finer details.,2.0,2.0,2.0,0.025289356710000002,0.9747106433,0.9677302220999999,0.2940894067,0.3804601924,0.9999563807999999,0.948568029
19,1.1,To get early feedback from users in early stages of development.  To show users a first idea of what the program will do/look like.  To make sure the program will meet requirements before intense programming begins.,3.0,2.0,2.5,0.02767193317,0.9723280668000001,0.9646900019,0.38598763939999997,0.4611143346,0.9999819993000001,0.9787751206
20,1.1,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.01666432619,0.9833356738,0.9787359515999999,0.8914508224,0.9047322178,0.9999867213,0.9843428764
21,1.1,It simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,0.008736014366,0.9912639856000001,0.9888526526000001,0.9440821409000001,0.9509238989,0.9999878725,0.9857003185
22,1.1,A prototype program is used in problem solving to collect data for the problem.,1.0,2.0,1.5,0.04046738148,0.9595326184999999,0.9483627272,0.272711277,0.3616977563,0.9999394498999999,0.9286046802
23,1.1,To ease the understanding of problem under discussion and to ease the understanding of the program itself,2.0,3.0,2.5,0.024416923519999998,0.9755830765000001,0.9688434662000001,0.1266872883,0.2335403455,0.9999892148,0.9872830248000001
24,1.1,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.01666432619,0.9833356738,0.9787359515999999,0.8914508224,0.9047322178,0.9999867213,0.9843428764
25,1.1,The role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,2.0,2.0,0.03136414289,0.9686358570999999,0.9599786606999999,0.3238514066,0.40658070090000004,0.9999654024,0.9592055081
26,1.1,"the prototype program gives a general idea of what the end product will do,   without the time and effort to write out the entire program.",4.0,2.0,3.0,0.02900564671,0.9709943533,0.962988154,0.3255220056,0.40804689590000004,0.9999676681,0.961877043
27,1.1,to show that a certain part of the program works as it is supposed to,4.0,2.0,3.0,0.034177064900000005,0.9658229351000001,0.9563893101000001,0.17381539940000001,0.274902157,0.9999198581000001,0.9055036448
28,1.1,"Prototype programming is an approach to programming that enables one to take an organized approach to developing an effective program with minimal errors and a strategic pattern when solving a problem. i.e. book gave an example of a costumer withdrawing money from a bank, the approach that was taking on a pseudo code level during the OOA/Design lvl before proceeding into creating a solution. ",3.0,2.0,2.5,0.02351373434,0.9764862657,0.9699959555,0.369107306,0.44629937270000003,0.9999833290000001,0.9803429793
29,1.2,Refining and possibly the design if the testing phase reveals problems in the design. Production can be affected if the program is unworkable in its current form which will lead to a later production time than originally estimated. Also affects coding because after testing you may need to rewrite the code for the program to remove errors.,5.0,2.0,3.5,0.06367146969,0.9363285303,0.918753798,0.29343986510000003,0.3798901246,0.9999331067,0.9211253396
30,1.2,The implementation phase and the maintenance phase are effected,3.0,5.0,4.0,0.057609140870000006,0.9423908591,0.9264894634,0.577789247,0.6294483024,0.999943062,0.9328637428000001
31,1.2,"Verification, coding, refining the solution and maintenance are all influenced by the testing stage.",4.0,5.0,4.5,0.053380548949999995,0.9466194509999999,0.9318852401000001,0.4675556123,0.5327021628,0.9999048512,0.8878088545
32,1.2,"In RUP the stages in the software life cycle are influenced by the testing stage is:  Elaboration phase- refined progject vision, iterative devilopment of core system, development of system requirements, more accurate time and cost estimates.  Construction phase- iterative development of remaining system.  Transition phase-testing and deployment of the system.",2.0,4.0,3.0,0.04370987415,0.9562901258,0.9442252348000001,0.5026196240999999,0.5634759624,0.9999376779000001,0.9265152202
33,1.2,"Refining the solution, Production and Maintenance are all influenced by the Testing stage. ",3.0,3.0,3.0,0.053514242170000004,0.9464857578,0.9317146447,0.4166275561,0.4880053435,0.9998874903,0.8673384459000001
34,1.2,"Elaboration, Construction, and Transition are all affected by testing",2.0,2.0,2.0,0.0717074275,0.9282925725,0.9084997383,0.1318166703,0.2380421285,0.9998593395,0.8341454741
35,1.2,"Refining, Production, Maintenance",3.0,4.0,3.5,0.1278999448,0.8721000552,0.8367968447,0.1119660214,0.2206202803,0.9998584751999999,0.8331263631999999
36,1.2,Refining the solution,3.0,5.0,4.0,0.09624528885,0.9037547112000001,0.8771888851,0.21987076100000003,0.3153224739,0.9998918301999999,0.8724556189
37,1.2,-Verification  -Debugging,3.0,1.0,2.0,0.5652030408,0.4347969592,0.2787884328,0.11022146050000001,0.2190891729,0.9996622822,0.6017928028
38,1.2,Refining and Coding,5.0,5.0,5.0,0.08910804987,0.9108919501,0.8862961596,0.1496843398,0.2537236222,0.9999031204000001,0.8857681062999999
39,1.2,"The second half of the Elaboration phase, Construction phase, and the Transition phase. ",2.0,3.0,2.5,0.05463457107999999,0.9453654289,0.9302850802,0.5981388688,0.6473080723,0.9999231678,0.9094061643000001
40,1.2,"The refining step, the production step, and the maintenance stage.  ",3.0,4.0,3.5,0.05895382166,0.9410461783,0.9247736209999999,0.4808118641,0.5443364629,0.9999348387,0.9231675515000001
41,1.2,"Elaboration, Construction, Transition",2.0,2.0,2.0,0.1035618186,0.8964381814,0.8678528315,0.07609939575,0.1891420697,0.9998787090000001,0.8569842823999999
42,1.2,Refining.,3.0,3.0,3.0,0.1941372156,0.8058627843999999,0.7522766237999999,0.1389952004,0.2443423388,0.9998491089,0.8220824259999999
43,1.2,"The testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",2.0,1.0,1.5,0.05351752043000001,0.9464824796,0.9317104615999999,0.4109953046,0.48306221899999996,0.9999101474,0.8940536554999999
44,1.2,"Directly: Refining, coding.  Because Refining is right before the Testing Phase and Coding is right after the Testing Phase.  Indirectly: Production, Maintenance.  Because Refining occurs before these last two stages in the Software Life Cycle.",5.0,5.0,5.0,0.05453211069,0.9454678893,0.9304158220000001,0.3593033254,0.43769494560000005,0.9999096028,0.8934115442
45,1.2,"Testing, refining, production, and maintenance.",3.0,4.0,3.5,0.10879653689999999,0.8912034631,0.8611732153,0.2211283147,0.3164261612,0.9998457831,0.8181610113
46,1.2,"Depending on how the work is done, Testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight. ",2.0,1.0,1.5,0.0716509223,0.9283490777,0.9085718401,0.052878115329999996,0.1687619993,0.9999249461,0.9115030507999999
47,1.2,"Elaboration, construction, and transition.",2.0,3.0,2.5,0.109662354,0.890337646,0.8600684135,0.1311653256,0.23747047829999998,0.9998716814,0.8486979109
48,1.2,"All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,1.0,1.5,0.05974823236000001,0.9402517676000001,0.9237599354000001,0.35228458049999994,0.43153497020000003,0.9999177504000001,0.9030184521
49,1.2,"Refining, production, and maintenance",3.0,3.0,3.0,0.1112138033,0.8887861967,0.8580887299,0.1523013413,0.2560204239,0.9999088339,0.8925049783
50,1.2,coding and refining,5.0,5.0,5.0,0.08910804987,0.9108919501,0.8862961596,0.204779774,0.3020779252,0.9999031204000001,0.8857681062999999
51,1.2,"refining, production, maintenance.",3.0,4.0,3.5,0.1340162754,0.8659837246,0.8289922717,0.1710221469,0.2724506694,0.9999096079,0.8934175434
52,1.2,"Removing logical errors, testing for valid data, random data and actual data.",2.0,0.0,1.0,0.08245658875,0.9175434113,0.8947835711,0.09011527896,0.2014430575,0.9999016454999999,0.8840290491
53,1.2,1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,4.0,2.5,0.1443890333,0.8556109667,0.8157564034999999,0.1554262936,0.2587630267,0.999845347,0.8176466939
54,1.2,"Refining stage, Production stage, and Maintenance stage.  ",3.0,4.0,3.5,0.08396154642,0.9160384536,0.8928632118000001,0.5959767103,0.6454104619,0.9999236264,0.9099469507
55,1.2,Testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,2.0,2.0,0.08097267151000001,0.9190273284999999,0.8966770822,0.23281963170000003,0.3266870021,0.9999005648999999,0.8827548649
56,1.2,coding,3.0,3.0,3.0,0.1329309344,0.8670690656000001,0.8303771907999999,0.20922237629999998,0.3059769587,0.999684292,0.6277448096
57,1.2,"The Individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. Main output ",1.0,2.0,1.5,0.056088447570000005,0.9439115523999999,0.9284299017000001,0.33581411840000003,0.4170797304,0.9999246285,0.9111285720000001
58,1.3,"Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",4.0,5.0,4.5,0.11707055570000001,0.8829294443000001,0.8506153845000001,0.22978194059999998,0.3240209838,0.9999131638,0.8976104044
59,1.3,"This type of programming is more flexible, making it easier to add and modify the program.  It is also a type of a fail safe program, you check each individual module.  This eliminates redundant code and makes the program easier to read for other programmers.  When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",5.0,5.0,5.0,0.11538505550000001,0.8846149445,0.85276612,0.1781673133,0.27872159809999997,0.9999235107,0.9098104749
60,1.3,The main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,3.0,4.0,3.5,0.1006350517,0.8993649483,0.8715874506999999,0.31677377219999997,0.4003690414,0.9999645620000001,0.9582146056999999
61,1.3,The advantages is that OOP allows us to build classes of objects.  Three principles that make up OOP are:  Encapsulation- Objects combine data and operations.  Inheritance- Classes can inherit properties from other classes.  Polymorphism- Objects can determine appropriate operations at execution time.,2.0,3.0,2.5,0.1104465127,0.8895534873000001,0.8590678097,0.387108326,0.46209790100000003,0.9999659006,0.9597930008
62,1.3,Some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,3.0,4.0,3.5,0.1052248478,0.8947751522,0.8657307695,0.3331481218,0.4147399284,0.9999615141,0.9546207969
63,1.3,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,1.0,1.0,1.0,0.1190172434,0.8809827565999999,0.8481313679000001,0.2388381511,0.3319691333,0.9999311456000001,0.9188129008
64,1.3,"Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",4.0,4.0,4.0,0.08932119607999998,0.9106788039,0.8860241804000001,0.3621056378,0.4401543847,0.9999813648,0.9780269985
65,1.3,Encapsulation-objects combine data and operations Inheritance- classes can inherit properties from other classes Polymorphism- Objects can determine appropriate operations at execution time,2.0,3.0,2.5,0.1606426835,0.8393573165,0.7950163867,0.20059920850000001,0.2984088674,0.999953531,0.9452077876999999
66,1.3,-Easier to debugg   -Reusability,3.0,3.0,3.0,0.3462772965,0.6537227035000001,0.5581425193,0.1929479241,0.2916937462,0.9999360193000001,0.9245595115
67,1.3,Re-usability  and ease of maintenance,3.0,5.0,4.0,0.1343379617,0.8656620383,0.8285817929000001,0.3348133862,0.4162014415,0.9999858426,0.9833067826999999
68,1.3,"One of the main advantages is you can hide inner details a technique known by encapsulation. Objects combine the data and operations but you cannot see how it works.   Another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   Finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism. ",5.0,5.0,5.0,0.1207963228,0.8792036772,0.8458612233,0.2579091787,0.3487067498,0.9999537840999999,0.9455062184999999
69,1.3,"Existing classes can be reused, and program maintenance and verification are easier.",3.0,4.0,3.5,0.09447753429,0.9055224657,0.8794445789,0.41844022270000003,0.4895962237,0.9999747922,0.9702772205
70,1.3,Using different modules allows for easier debugging,2.0,2.0,2.0,0.1484940052,0.8515059948,0.8105183687,0.118523404,0.22637534280000002,0.9999394734999999,0.9286324423000001
71,1.3,"Data encapsulation concept,the use of functions or methods to manipulate data.",3.0,4.0,3.5,0.1089984775,0.8910015225,0.8609155345999999,0.40153092149999997,0.47475583829999995,0.9999535868,0.9452736589
72,1.3,"Modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",5.0,4.0,4.5,0.09687829017999999,0.9031217098000001,0.8763811614,0.3119634688,0.39614729649999997,0.9999823668000001,0.9792084551000001
73,1.3,"Coding and Debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  The code itself also looks more organized and is easier to read and will help to avoid redundant coding.  Post-programming maintenance is also easier.  Also, modules can be reused several times in other programs without too much hassle.   Abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  Many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5.0,5.0,0.108676374,0.8913236259999999,0.8613265458,0.3072520494,0.39201233679999997,0.9999564598,0.9486612398000001
74,1.3,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",4.0,5.0,4.5,0.1043386459,0.8956613540999999,0.8668615826999999,0.321000427,0.4040785492,0.9999751564,0.9707066072
75,1.3,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,4.0,3.5,0.100212872,0.8997871279999999,0.8721261613,0.3296211362,0.4116444826,0.9999734852,0.9687360257
76,1.3,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,5.0,3.0,4.0,0.1048683524,0.8951316476000001,0.8661856655,0.4212119877,0.4920288529,0.999968429,0.9627742025
77,1.3,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,4.0,4.5,0.11524581910000001,0.8847541809,0.8529437887000001,0.20913994309999998,0.3059046115,0.9999624731,0.9557515767
78,1.3,"Existing classes can be reused, Program maintenance and verification are easier ",3.0,4.0,3.5,0.1247554421,0.8752445579000001,0.8408092996,0.2777526677,0.36612231409999996,0.9999757139,0.9713639734999999
79,1.3,"Existing classes can be feused, Program maintenance and verification are easier",3.0,4.0,3.5,0.12201356890000001,0.8779864311,0.8443079904,0.2469197959,0.3390619588,0.9999757139,0.9713639734999999
80,1.3,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,5.0,5.0,0.07751083373999999,0.9224891663,0.9010944637,0.5095148683,0.5695275477,0.9999839818999999,0.9811128838
81,1.3,Existing classes can be reused Program maintenance and verifications are easy,3.0,5.0,4.0,0.1393743157,0.8606256843000001,0.8221552939,0.24322123829999998,0.33581593340000004,0.9999641954999999,0.9577825267
82,1.3,1- Existing classes can be reused 2- Program maintenance and verification are easier,3.0,4.0,3.5,0.1480761766,0.8519238234000001,0.8110515272,0.20048613850000002,0.298309632,0.9999653999,0.9592025592
83,1.3,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,3.0,4.0,3.5,0.09588027,0.90411973,0.8776546572,0.3745775521,0.4511003139,0.9999605365,0.9534681106
84,1.3,"Existing classes can be reused, program maintenance and verification are   easier.",3.0,4.0,3.5,0.1008704901,0.8991295099,0.8712870261,0.3966002464,0.4704284497,0.9999771773,0.9730895219
85,1.3,existing classes can be reused program maintenance and verification are easier,3.0,4.0,3.5,0.1359740496,0.8640259504000001,0.8264941085999999,0.2148855627,0.3109472331,0.9999558737,0.9479701865000001
86,1.3,"Well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. As well as Inheritance where each subclass inherits all variables and methods of its super class.  Example in the book included obj clock and how obj alarm would still use clock from the first class. ",3.0,4.0,3.5,0.1133553386,0.8866446614,0.8553560836,0.2935725152,0.38000654450000004,0.9999422484,0.9319043865000001
87,1.4,At function â€˜int main ()â€™,5.0,5.0,5.0,0.0601311326,0.9398688674,0.9232713463,0.5253770946999999,0.5834489718,0.9998501209999999,0.82327581
88,1.4,the Function main().,5.0,5.0,5.0,0.03824657202,0.961753428,0.9511965291,0.7467816472,0.7777638540999999,0.9999059162,0.8890646136
89,1.4,c++ programs begin to execute in the main method.,5.0,5.0,5.0,0.0545540452,0.9454459548,0.9303878331000001,0.44403213259999996,0.5120568683,0.9998779015000001,0.8560322001999999
90,1.4,A C++ program will begin to execute at the main() function.,5.0,5.0,5.0,0.03557497263,0.9644250273999999,0.954605549,0.6102692485,0.6579542549,0.9998908958,0.8713538965000001
91,1.4,They begin in the main() function.,5.0,5.0,5.0,0.03817361593,0.9618263841,0.9512896227,0.7089418769,0.7445539204,0.9999124618999999,0.8967827870999999
92,1.4,Int main(),5.0,5.0,5.0,0.1163467169,0.8836532831,0.8515390187999999,0.3541322649,0.4331565835,0.9998525420000001,0.8261304748999999
93,1.4,main method,5.0,5.0,5.0,0.11850559710000001,0.8814944029,0.8487842399,0.36444896460000004,0.4422109967,0.9999173695,0.9025694138
94,1.4,in the testing phase,0.0,0.0,0.0,0.09965890646,0.9003410934999999,0.8728330335,0.01915854029,0.13916813960000002,0.9999194269,0.9049952484999999
95,1.4,-At the MAIN function,5.0,5.0,5.0,0.06002867222,0.9399713278,0.923402088,0.4813749492,0.5448306524000001,0.9998190743,0.7866683206
96,1.4,main,5.0,5.0,5.0,0.161395669,0.838604331,0.7940555606,0.4940617681,0.5559651918,0.9998078415,0.7734235734999999
97,1.4,They begin to execute at the funcion main().,5.0,5.0,5.0,0.04107630253,0.9589236975,0.9475857305,0.5749241114,0.6269337267,0.9998842601000001,0.8635296879000001
98,1.4,The main method.,5.0,5.0,5.0,0.028926193710000003,0.9710738063,0.9630895378000001,0.6516287922999999,0.6942533048,0.9999572511,0.9495942118
99,1.4,At the root,0.0,5.0,2.5,0.08647036552000001,0.9135296345,0.8896619031999999,0.25665614010000004,0.34760702509999997,0.9999545716,0.9464348206000001
100,1.4,In the main() function.,5.0,5.0,5.0,0.040759027,0.959240973,0.9479905811,0.7901148795999999,0.8157951044,0.9999581272,0.9506273018000001
101,1.4,C++ programs begin execution at main.,5.0,5.0,5.0,0.06226962805,0.937730372,0.9205425789,0.496552974,0.5581515894,0.9997644276000001,0.7222336431
102,1.4,In the Main function..?,5.0,5.0,5.0,0.04406541586,0.9559345841,0.9437715557999999,0.5966117978000001,0.6459678441,0.9998864036,0.8660571225
103,1.4,"At the ""main()"" function",5.0,5.0,5.0,0.07884442806,0.9211555719,0.8993927678,0.523801744,0.5820663711,0.9999197579000001,0.9053855372
104,1.4,The main function.,5.0,5.0,5.0,0.01095253229,0.9890474677,0.9860243268000001,0.9256865978000001,0.9347791189,0.9999594722,0.9522131328
105,1.4,The function main,5.0,5.0,5.0,0.03559499979,0.9644050002,0.9545799937999999,0.7450000048000001,0.7762002023000001,0.9999020017,0.8844489515
106,1.4,"After loading the required include statements and libraries, the main method begins the execution.",5.0,5.0,5.0,0.044585764410000006,0.9554142356,0.9431075795999999,0.4188372493,0.48994467259999996,0.9998996387000001,0.8816627170999999
107,1.4,main function,5.0,5.0,5.0,0.08859270811,0.9114072919,0.8869537472,0.6934378743,0.7309468901999999,0.9998980873000001,0.8798334277
108,1.4,main,5.0,5.0,5.0,0.161395669,0.838604331,0.7940555606,0.4940617681,0.5559651918,0.9998078415,0.7734235734999999
109,1.4,C++ programs begin execution at the main function.,5.0,5.0,5.0,0.03699535131,0.9630046487,0.9527931144,0.6686819196,0.7092199185,0.9997934256000001,0.7564255784
110,1.4,At main,5.0,5.0,5.0,0.07584547997,0.92415452,0.9032194919,0.6442990899000001,0.6878204187000001,0.9999151454999999,0.8999469684
111,1.4,they beging to excute at main,5.0,5.0,5.0,0.06434905529,0.9356509447,0.9178891838,0.35717654229999996,0.4358283823,0.9998676598,0.8439560858
112,1.4,at the main function  int main() {},5.0,5.0,5.0,0.0664806962,0.9335193037999999,0.9151691629,0.5805181860999999,0.6318433456,0.9999401606999999,0.9294427071
113,1.4,C++ programs begin execution at the main function.,5.0,5.0,5.0,0.03699535131,0.9630046487,0.9527931144,0.6686819196,0.7092199185,0.9997934256000001,0.7564255784
114,1.4,"in the ""main"" function",5.0,5.0,5.0,0.08024060726,0.9197593927,0.8976112123000001,0.4558833241,0.5224580224,0.9998972075,0.8787961175
115,1.4,Within the main function,5.0,5.0,5.0,0.0330209136,0.9669790864,0.9578645847,0.6533303857,0.6957467019,0.9999563312,0.948509605
116,1.5,Variable can be a integer or a string in a program.,1.0,3.0,2.0,0.02550107241,0.9744989276,0.9674600682,0.22990566489999997,0.32412957,0.9999499179000001,0.9409476052
117,1.5,"In programming, a structure that holds data and is uniquely named by the programmer. It holds the data assigned to it until a new value is assigned or the program is finished. ",4.0,5.0,4.5,0.02071732283,0.9792826772,0.9735642384000001,0.247859776,0.33988692880000004,0.9999369944,0.9257092943999999
118,1.5,A variable is a location in memory where a value can be stored.,5.0,5.0,5.0,0.01246619225,0.9875338078,0.9840928633,0.7835211754000001,0.8100081644,0.9999830664,0.9800333725
119,1.5," Variable is a location in the computer's memory, in which a value can be stored and later can retrieve that value.",5.0,5.0,5.0,0.012162864209999999,0.9878371358,0.9844799166,0.7162231803,0.7509443293000001,0.9999808217,0.9773865796
120,1.5,"A variable is a location in the computer's memory where a value can be stored for use by a program. Each variable has a name, a value, a type and a size.",5.0,5.0,5.0,0.014519691469999998,0.9854803084999999,0.9814725529,0.6714153885999999,0.7116189375,0.9999690298999999,0.9634827991
121,1.5,A named object that can hold a numerical or letter value,2.0,5.0,3.5,0.02502584457,0.9749741554000001,0.9680664694,0.4025011659,0.4756073697,0.9999658733,0.9597607429
122,1.5,"It's a sybol or name for a value/number. Example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",3.0,5.0,4.0,0.0260053277,0.9739946723,0.9668166273000001,0.2922938168,0.3788842995,0.9999418086,0.931385783
123,1.5,A variable is a location in the computers memory where a value can be stored for use by a program,5.0,5.0,5.0,0.01658266783,0.9834173321999999,0.9788401495,0.6265819669,0.6722710516,0.9999722489,0.9672783916
124,1.5,-An identifier that holds a location in memory.,3.0,5.0,4.0,0.036128401760000005,0.9638715981999999,0.9538993611,0.6121017933,0.6595625811,0.9999361015,0.9246565165999999
125,1.5,a block of memory that holds a specific type of data,5.0,5.0,5.0,0.03336334229,0.9666366577,0.9574276381,0.3027136922,0.38802926439999996,0.9999725058,0.9675812312000001
126,1.5,It is a location in the computer's memory where it can be stored for use by a program.,5.0,5.0,5.0,0.018115818500000002,0.9818841815,0.9768838154,0.5461012721,0.601637469,0.9999655878,0.9594241869
127,1.5,A location in memory where value can be stored.,5.0,5.0,5.0,0.01446449757,0.9855355024,0.9815429815000001,0.8468846083,0.8656188456999999,0.9999794904000001,0.9758168368000001
128,1.5,a value/word that can assume any of a set of values,3.0,3.0,3.0,0.0429546237,0.9570453763,0.9451889512,0.23919731379999998,0.3322843511,0.9999330854,0.9211002158
129,1.5,A pointer to a location in memory.,3.0,5.0,4.0,0.025174736980000004,0.9748252629999999,0.9678764794,0.6365821361999999,0.681047663,0.9999503653,0.9414751325
130,1.5,"A variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",5.0,5.0,5.0,0.02127283812,0.9787271619,0.9728553886,0.4109321237,0.4830067685,0.9999653114,0.9590982915
131,1.5,A variable is a value that is subject to change in a computer's memory that can be used by programs.  Programs can change the value of the variable and recall it later or act on it directly.,5.0,5.0,5.0,0.01544004679,0.9845599531999999,0.9802981592,0.4535965025,0.520451002,0.9999460519,0.9363890951999999
132,1.5,a symbol that stands in for a value that may or may not change depending on the program.,3.0,5.0,4.0,0.0221310854,0.9778689145999999,0.9717602461,0.3032686114,0.3885162872,0.9999435651,0.9334569319
